benign.rotation,forward.rotation,reverse.rotation
0.15919755399227142,0.15919755399227142,0.15919755399227142
0.15919755399227142,0.15919755399227142,0.15919755399227142
0.15919755399227142,0.15919755399227142,0.15919755399227142
0.15919755399227142,0.15919755399227142,0.15919755399227142
0.15919755399227142,0.15919755399227142,0.15919755399227142
0.15919755399227142,0.15919755399227142,0.15919755399227142
0.15919755399227142,0.15919755399227142,0.15919755399227142
0.15919755399227142,0.15919755399227142,0.15919755399227142
0.15919755399227142,0.15919755399227142,0.15919755399227142
0.15919755399227142,0.15919755399227142,0.15919755399227142
0.15919755399227142,0.15919755399227142,0.15919755399227142
0.15919755399227142,0.15919755399227142,0.15919755399227142
0.15919755399227142,0.15919755399227142,0.15919755399227142
0.15919755399227142,0.15919755399227142,0.15919755399227142
0.15919755399227142,0.15919755399227142,0.15919755399227142
0.15919755399227142,0.15919755399227142,0.15919755399227142
0.15919755399227142,0.15919755399227142,0.15919755399227142
0.15911337733268738,0.15919755399227142,0.15919755399227142
0.14347462356090546,0.15919755399227142,0.15919755399227142
0.1490229070186615,0.15883256494998932,0.15928304195404053
0.12223664671182632,0.1544283926486969,0.1571255326271057
0.12449483573436737,0.15094999969005585,0.15763258934020996
0.12761731445789337,0.14701591432094574,0.1581447571516037
0.10980866849422455,0.15004530549049377,0.14557839930057526
0.08919855952262878,0.1529156118631363,0.13808229565620422
0.07359461486339569,0.15323299169540405,0.1400555670261383
0.06413092464208603,0.1530955284833908,0.14193777740001678
0.05732416734099388,0.15380805730819702,0.14215399324893951
0.050095248967409134,0.15463495254516602,0.14259520173072815
0.04179992526769638,0.15433195233345032,0.14363262057304382
0.037408847361803055,0.15579348802566528,0.14461874961853027
0.041950732469558716,0.15626534819602966,0.14687617123126984
0.04332944378256798,0.15666106343269348,0.14805452525615692
0.0498308502137661,0.15718819200992584,0.1484673172235489
0.058382511138916016,0.1576247215270996,0.14955292642116547
0.0732211247086525,0.15798570215702057,0.15065117180347443
0.084720179438591,0.15850210189819336,0.1517592966556549
0.09439601004123688,0.15900230407714844,0.1528760939836502
0.10339238494634628,0.15944473445415497,0.15393008291721344
0.1106586754322052,0.15974941849708557,0.15478621423244476
0.11731165647506714,0.16003385186195374,0.15556788444519043
0.12369505316019058,0.16029071807861328,0.15627430379390717
0.1293851137161255,0.16053460538387299,0.1569235473871231
0.13579583168029785,0.16074953973293304,0.15755222737789154
0.1398116797208786,0.16093724966049194,0.15806233882904053
0.1435667872428894,0.16111227869987488,0.15861426293849945
0.1469777375459671,0.1612548679113388,0.15915770828723907
0.1500052511692047,0.16138309240341187,0.1596393883228302
0.15238380432128906,0.16149018704891205,0.16004787385463715
0.15460090339183807,0.16157235205173492,0.16039663553237915
0.15567636489868164,0.16169317066669464,0.16069291532039642
0.1566506028175354,0.1616702675819397,0.1610703319311142
0.15773418545722961,0.16138973832130432,0.1608017235994339
0.15931759774684906,0.16104309260845184,0.1607787013053894
0.1597166806459427,0.16076786816120148,0.16059638559818268
0.15991854667663574,0.16067354381084442,0.16046078503131866
0.1600141078233719,0.16072586178779602,0.16043494641780853
0.16058091819286346,0.16086632013320923,0.16034536063671112
0.16187186539173126,0.16111603379249573,0.16033923625946045
0.16323380172252655,0.1610962301492691,0.1605791598558426
0.16418009996414185,0.16081079840660095,0.16043268144130707
0.16474846005439758,0.16064143180847168,0.16022580862045288
0.16498775780200958,0.16215665638446808,0.16013869643211365
0.16498775780200958,0.163619726896286,0.16109172999858856
0.16543637216091156,0.16496938467025757,0.16226136684417725
0.16554628312587738,0.1662987619638443,0.16326405107975006
0.1630343645811081,0.16674651205539703,0.1639913022518158
0.16256240010261536,0.16682225465774536,0.16438163816928864
0.1623949110507965,0.16679778695106506,0.1637587994337082
0.16187340021133423,0.1667340248823166,0.17190492153167725
0.16052745282649994,0.16665241122245789,0.19160637259483337
0.15983524918556213,0.16652095317840576,0.22948071360588074
0.15918481349945068,0.1663556694984436,0.3045734465122223
0.15853558480739594,0.1661684215068817,0.33939486742019653
0.15825636684894562,0.16595441102981567,0.3494277894496918
0.15824256837368011,0.16569848358631134,0.3655221462249756
0.15847255289554596,0.16539831459522247,0.35623329877853394
0.1588638871908188,0.16506195068359375,0.3668024241924286
0.15935726463794708,0.16478510200977325,0.36696967482566833
0.15977711975574493,0.16443336009979248,0.3669818937778473
0.1600557565689087,0.16414658725261688,0.3667052984237671
0.16008822619915009,0.16390247642993927,0.36641305685043335
0.1598697453737259,0.16353729367256165,0.35497942566871643
0.1595103144645691,0.16326846182346344,0.36467206478118896
0.159060999751091,0.16299603879451752,0.3647403120994568
0.15861907601356506,0.16261762380599976,0.3651522099971771
0.15838702023029327,0.1623157411813736,0.36527496576309204
0.15841646492481232,0.16204799711704254,0.36509495973587036
0.15875451266765594,0.16179420053958893,0.3649713397026062
0.15919193625450134,0.16154585778713226,0.36502623558044434
0.1596306562423706,0.1612926572561264,0.364877849817276
0.15991875529289246,0.1610354334115982,0.3650345802307129
0.16006988286972046,0.16079497337341309,0.364827960729599
0.1599622368812561,0.16055843234062195,0.3649456202983856
0.1596456915140152,0.16031089425086975,0.3649762272834778
0.159243643283844,0.1600571721792221,0.3649868965148926
0.15878206491470337,0.15981276333332062,0.36458736658096313
0.15850991010665894,0.1595516949892044,0.3648082911968231
0.15839186310768127,0.15930169820785522,0.35252660512924194
0.15845787525177002,0.1590648740530014,0.36841607093811035
0.1586986482143402,0.15882670879364014,0.3552318215370178
0.15908917784690857,0.1586034595966339,0.3554496169090271
0.15946580469608307,0.15838013589382172,0.36904045939445496
0.15975239872932434,0.15812931954860687,0.3573059141635895
0.15990641713142395,0.15784089267253876,0.35729360580444336
0.15986575186252594,0.157627671957016,0.357157826423645
0.15965743362903595,0.15709269046783447,0.35716894268989563
0.15932704508304596,0.1567782759666443,0.3579798936843872
0.1589750051498413,0.15651381015777588,0.3579249083995819
0.15859900414943695,0.1562364399433136,0.35787418484687805
0.1584547758102417,0.15600645542144775,0.35786890983581543
0.1586429923772812,0.15577012300491333,0.3579444885253906
0.1595221608877182,0.1554936170578003,0.35838204622268677
0.1600126028060913,0.15520969033241272,0.3584844470024109
0.15984798967838287,0.1550072729587555,0.35843485593795776
0.15942028164863586,0.15446341037750244,0.35852861404418945
0.16347581148147583,0.15461546182632446,0.36534255743026733
0.18178550899028778,0.15502360463142395,0.37909162044525146
0.1859823614358902,0.15490004420280457,0.37221428751945496
0.19244050979614258,0.15431445837020874,0.3785772919654846
0.1925167441368103,0.15373137593269348,0.37832367420196533
0.18921425938606262,0.15321721136569977,0.38001590967178345
0.18496568500995636,0.15283158421516418,0.3833063244819641
0.17839430272579193,0.15253543853759766,0.36649924516677856
0.17367833852767944,0.15230022370815277,0.3722509741783142
0.1769135594367981,0.15209035575389862,0.3660661578178406
0.18204937875270844,0.152042955160141,0.3704913854598999
0.18646180629730225,0.15194545686244965,0.37414270639419556
0.16950464248657227,0.15182693302631378,0.37211647629737854
0.1635282188653946,0.15171833336353302,0.3694060444831848
0.16668032109737396,0.15183350443840027,0.36338865756988525
0.17634424567222595,0.15300703048706055,0.37295863032341003
0.19134414196014404,0.15318898856639862,0.3609107434749603
0.20420880615711212,0.1530194878578186,0.3733024597167969
0.21333621442317963,0.15104101598262787,0.3736409544944763
0.21997693181037903,0.15001176297664642,0.3714704215526581
0.22631944715976715,0.149966299533844,0.36721137166023254
0.23143409192562103,0.14983966946601868,0.3670504093170166
0.24204321205615997,0.1493876427412033,0.3727741241455078
0.22697138786315918,0.14903733134269714,0.382550984621048
0.22682595252990723,0.14916211366653442,0.3808133602142334
0.2252306193113327,0.14897850155830383,0.3822605311870575
0.23788079619407654,0.14862239360809326,0.37949857115745544
0.23973295092582703,0.14853565394878387,0.37471938133239746
0.24517835676670074,0.14860646426677704,0.37345361709594727
0.2535313665866852,0.14843137562274933,0.3776565194129944
0.26108264923095703,0.14837196469306946,0.36231446266174316
0.26455602049827576,0.1481325626373291,0.3591311275959015
0.2530367076396942,0.14781837165355682,0.361234575510025
0.24582017958164215,0.1546144038438797,0.36377397179603577
0.244404137134552,0.14608395099639893,0.36380913853645325
0.2324836254119873,0.14809542894363403,0.3666956126689911
0.21908940374851227,0.162069633603096,0.36250829696655273
0.2031305730342865,0.15308243036270142,0.36259549856185913
