benign.velocity,forward.velocity,reverse.velocity
8.922554111480713,8.25862627029419,8.1869722366333
10.324690246582032,9.46009111404419,9.355268669128419
9.376615619659425,10.71870632171631,10.551355361938477
4.890161418914838,9.391660022735598,10.269748306274414
2.1667131185533477,5.096861457824738,5.631956577301065
0.5564224898815299,2.3970264673235153,2.747824001312264
0.2536617904906102,0.8379565894605598,1.0034857392311978
0.6952554523945785,0.06348401829612775,0.0058908690468083115
0.8555218935023707,0.5637026488786067,0.5129126608376987
0.8574432134628999,0.8026062548162977,0.7766108751297168
0.7913511157036466,0.8691129684453134,0.8635857403278598
0.698142796754916,0.8466229140763658,0.8593734920025141
0.5973181307316413,0.7716353237628978,0.799423706531705
0.49634444117548,0.67797853946686,0.7133914768699487
0.40783436000374396,0.5794008135796421,0.6158737599850971
0.3308308750394069,0.4881436944013107,0.5103938519955661
0.26141721010376445,0.4050109058618611,0.4264770269395394
0.7937626869079922,0.3284646034240819,0.35118489861489144
1.8497681193205697,0.2641931086785142,0.2871078103781227
3.085461710676892,1.3643010019277602,0.9494108246801037
4.035625771195923,2.9207011574914263,2.1596030287244288
4.497816028965234,3.8753550331670104,2.9833492780131574
4.922728625686404,4.33820528295216,3.666834442556843
5.377362524817307,4.744046140876441,4.3351436998153625
5.872546034798723,5.089425395672077,4.857442547516323
6.323156177135823,5.51731976832199,5.2450626658735615
6.784833171957303,5.910442133884119,5.628689413606299
7.200191141071852,6.330293710666476,5.995098294714214
7.5875474870281145,6.7279364392870065,6.364966110045438
7.99009982192716,7.271476509948659,6.753784506642831
8.728034309667231,7.738141515994275,7.115128252635498
9.3976560590359,8.16763204628406,7.549818821641493
9.93614733288837,8.667113642652236,7.934035169120273
10.696709453917048,9.178776890607327,8.572920156811236
11.309337288004675,9.769186409637527,9.021079193368244
12.079669111015328,10.654278704352098,9.57934901532814
12.82321095206576,11.368586288952335,10.150316814290521
13.463150264590546,12.070517507120963,10.827075168513204
14.09490666715562,12.742502256586944,11.500081651090776
14.645984018645317,13.316762881092194,12.106107746815095
15.194761224824004,13.87658243859008,12.689054594615664
15.770266622594313,14.401629710328908,13.245612857625346
16.335400143632388,14.931684208263624,13.793762253656645
17.04867516401117,15.444066219331395,14.353961672137617
17.553071032337797,15.943302328538346,14.839088827862847
18.090311035268805,16.470859312640346,15.40876911103106
18.656602838383858,16.965314581076253,16.029286311850775
19.13333973409833,17.479279335392608,16.649094320623497
19.080345845131546,17.979861252678578,17.254165200109114
19.16451649163064,18.45208672032579,17.860545873233082
19.218647861580045,18.98429439097529,18.480294582890732
19.5051853837072,19.186478936673943,19.070443550422834
20.009324493475738,19.120152024693795,19.014945388518317
20.818668652561207,19.248757684574592,18.988193461818916
20.916319161031605,19.4872941013172,19.037693993619456
20.87134234239662,19.863798837197592,19.31411118299125
20.924535344739486,20.27278201091416,19.51486133769349
22.451213609758568,20.599561352335854,19.95497540522898
23.90093107892812,21.19071056854152,20.271168369130443
25.16965827972107,21.105650303460322,20.37215145586011
26.147903784411245,21.02614315398907,20.378901377331783
26.980380454400837,21.889999719929527,20.381139900336535
27.677024305503142,24.2420640877853,21.167384673736734
28.306428085513303,25.49608338113076,22.811062944511214
28.914171592778118,26.340609487874605,24.09043491866105
29.40746629628331,26.76608787271352,25.157666728232645
29.828416462185967,26.73643628351056,26.14159411611845
30.13959474768246,26.677424668896933,23.687404674968754
30.286619642771356,26.62684312377289,20.253482058219774
30.184744681242112,26.599348227853525,17.6833640947033
29.659764815986065,26.480758983001007,14.884151222198488
29.370956609080782,26.35910725201745,12.21043225435518
29.141179723417665,26.22987994938556,10.017837273475639
28.92060737331376,26.08789636457411,8.08147451029391
28.89369754315018,25.91016239210806,5.743465872293229
29.065345863543477,25.688218514274595,4.599383939082842
29.299321329018017,25.489419793798877,3.6235773077335467
29.577077522573607,25.348361202561943,2.938901409451626
29.83375706824776,25.11934813174669,2.6307775549596535
30.048873761453503,24.929611375221807,2.37043189211625
30.101464189383655,24.784493004253832,2.145144720655431
29.978142146162636,24.559726891708387,1.9489817295663945
29.778663872317132,24.304911332458968,1.7365312267140505
29.56931158003388,24.142880871135134,1.5471665008342201
29.29323424518891,23.92901192316884,1.4160845970830647
29.176579456216594,23.704958150398756,1.2937049029939385
29.079518255645723,23.553979312792364,1.1252424084937172
29.192640173034388,23.393189946592432,1.0260155242464926
29.49360850560923,23.2315715278541,0.9354444265112983
29.7464290903768,23.070811393709118,0.8503381503944378
29.95099547408452,22.886092423379118,0.7739707812314667
30.11893595682853,22.727642906661085,0.6995644161031535
30.086526149812407,22.57558950456521,0.6346683467981723
29.914709550526528,22.406574195962317,0.5718300712646366
29.683209415107726,22.2308949665919,0.5136976304120722
29.45984948926641,22.08106293226213,0.45968542948077046
29.249340175238483,21.888061306045703,0.4142802686708019
29.136039747602133,21.722262955528613,0.3663474084744365
29.13719675729183,21.573069495290298,0.3158299710923521
29.272641566894322,21.412831303952643,0.2712839019211107
29.48440398147415,21.26546262363745,0.2251881814450661
29.6846925372861,21.12109631518902,0.19673462485240045
29.880947007537024,20.932583704303077,0.1575400647085301
30.017432141857494,20.763982182343003,0.11283457858921915
30.015756741766648,20.562067865497617,0.09113506084725356
29.9018486069477,20.351838274675405,0.06739089187376687
29.722228212523564,20.051791367099305,0.035216873049266725
29.49055645166456,19.790581591856913,0.018806295239718076
29.311670786748184,19.6897899701184,0.002939433229950667
29.141508917231313,19.45838932955628,0.01423620924077831
29.213891929122397,19.382531621574948,0.031077230007548917
29.404728708337938,19.14145271165676,0.054168788000140154
30.082282214867345,18.852569296831668,0.06579926378610552
30.1759346660411,18.792968015266226,0.07719581123616864
29.862589510911665,18.61859353970818,0.09037822360178281
29.62562705500214,18.606895375264447,0.1013162787268294
29.452769402981204,18.587419565956544,0.21767457560400827
29.271998496961544,18.599440899867734,0.45991338424745737
29.26646228181024,17.987558920608873,0.7199462567047041
29.241577378680454,17.1204000697716,0.7701879581987128
29.391144501962973,16.479534573677796,0.7143458426159598
29.574736200423413,15.946907859149773,0.6840813922284129
29.78033120694626,15.537699418860818,0.7274593622049411
29.867552591960354,15.206997563400781,0.8747190757851255
29.901280982345714,14.929500733246536,0.9492656836755782
29.72752487354727,14.668725373451986,1.1126878498421318
29.66818222894884,14.32662489646037,1.0453470084283847
29.524800777665998,14.15835259553365,1.0720949777748052
29.572956572408962,13.98715537309035,1.027733785164492
29.530420179518526,13.831683044318602,1.0869282632360913
29.50328031459103,13.621013066746034,1.2508958972704431
29.49629156798174,13.446970869130183,1.2940611497659749
29.522308765213587,13.276413559259426,1.2470496906716249
29.588619648851108,13.112832694054426,1.230973577177075
29.66160275018143,12.926370351600246,1.2070791538184402
29.70722364356006,12.750782620188067,1.4122508846874444
29.712671543988822,12.588620174128165,1.402470684238581
29.690493367752097,12.431836883465108,1.3910523786209426
29.546611359567652,12.251982649334805,1.4390365394573488
29.613716933310833,12.047987756287474,1.5512938593929413
29.585544182112177,11.899248168961707,1.519726432692154
29.576800656429725,11.74463619150936,1.5554646013820421
