benign.location_y,forward.location_y,reverse.location_y
24.441530227661133,24.441530227661133,24.441530227661133
24.441530227661133,24.441530227661133,24.441530227661133
24.441530227661133,24.441530227661133,24.441530227661133
24.441530227661133,24.441530227661133,24.441530227661133
24.441530227661133,24.441530227661133,24.441530227661133
24.441530227661133,24.441530227661133,24.441530227661133
24.441530227661133,24.441530227661133,24.441530227661133
24.441530227661133,24.441530227661133,24.441530227661133
24.441530227661133,24.441530227661133,24.441530227661133
24.441530227661133,24.441530227661133,24.441530227661133
24.441530227661133,24.441530227661133,24.441530227661133
24.441530227661133,24.441530227661133,24.441530227661133
24.441530227661133,24.441530227661133,24.441530227661133
24.441530227661133,24.441530227661133,24.441530227661133
24.441530227661133,24.441530227661133,24.441530227661133
24.441530227661133,24.441530227661133,24.441530227661133
24.441530227661133,24.441530227661133,24.441530227661133
24.44153594970703,24.441530227661133,24.441530227661133
24.441593170166016,24.441530227661133,24.441530227661133
24.441707611083984,24.441547393798828,24.441539764404297
24.441747665405273,24.441593170166016,24.441593170166016
24.44189453125,24.441749572753906,24.44171142578125
24.44205093383789,24.441879272460938,24.441816329956055
24.442138671875,24.442018508911133,24.44190216064453
24.442235946655273,24.442176818847656,24.44198989868164
24.44235610961914,24.44231605529785,24.442113876342773
24.442487716674805,24.442468643188477,24.442262649536133
24.442638397216797,24.442626953125,24.44240951538086
24.442821502685547,24.44280242919922,24.44256591796875
24.443021774291992,24.443023681640625,24.44272804260254
24.443342208862305,24.443300247192383,24.44291114807129
24.44367218017578,24.44354248046875,24.443180084228516
24.443946838378906,24.443788528442383,24.443416595458984
24.444276809692383,24.444061279296875,24.44368553161621
24.44463348388672,24.444339752197266,24.443960189819336
24.4450626373291,24.44466209411621,24.444225311279297
24.445499420166016,24.444971084594727,24.44451332092285
24.44590950012207,24.44532012939453,24.444793701171875
24.44633674621582,24.44569206237793,24.44509506225586
24.446733474731445,24.446029663085938,24.445392608642578
24.447145462036133,24.446378707885742,24.445707321166992
24.447595596313477,24.446725845336914,24.446035385131836
24.448055267333984,24.447093963623047,24.446374893188477
24.44866371154785,24.447467803955078,24.446744918823242
24.449113845825195,24.44784927368164,24.447078704833984
24.44961166381836,24.44826889038086,24.447494506835938
24.450153350830078,24.44867706298828,24.447967529296875
24.45069694519043,24.44911766052246,24.448469161987305
24.451313018798828,24.449567794799805,24.44898223876953
24.45200538635254,24.45000457763672,24.44951820373535
24.452579498291016,24.45051383972168,24.45008659362793
24.45319938659668,24.451120376586914,24.45065689086914
24.453832626342773,24.45169448852539,24.45124053955078
24.455251693725586,24.452306747436523,24.4517822265625
24.455814361572266,24.45311164855957,24.45232582092285
24.45647430419922,24.45379066467285,24.452999114990234
24.45714569091797,24.45429801940918,24.45368194580078
24.457828521728516,24.455026626586914,24.454402923583984
24.458452224731445,24.455717086791992,24.45499610900879
24.45916175842285,24.45631217956543,24.455543518066406
24.459856033325195,24.457042694091797,24.45608139038086
24.460567474365234,24.457719802856445,24.45659828186035
24.461267471313477,24.458683013916016,24.457130432128906
24.461986541748047,24.45944595336914,24.457714080810547
24.46277618408203,24.46025276184082,24.458316802978516
24.463502883911133,24.461198806762695,24.458953857421875
24.46435546875,24.46221160888672,24.45968246459961
24.465131759643555,24.463041305541992,24.46038055419922
24.465953826904297,24.46381378173828,24.460954666137695
24.466920852661133,24.464496612548828,24.461456298828125
24.468746185302734,24.465248107910156,24.46183967590332
24.4695987701416,24.465988159179688,24.46208953857422
24.47039794921875,24.466711044311523,24.46214485168457
24.471446990966797,24.46742820739746,24.462055206298828
24.472293853759766,24.468177795410156,24.46232795715332
24.47303581237793,24.468971252441406,24.46265983581543
24.47378158569336,24.46973419189453,24.463075637817383
24.474538803100586,24.4705753326416,24.463451385498047
24.47536277770996,24.471376419067383,24.463640213012695
24.476160049438477,24.472187042236328,24.463809967041016
24.476980209350586,24.47298240661621,24.463953018188477
24.477828979492188,24.473745346069336,24.46407127380371
24.478681564331055,24.474586486816406,24.46419906616211
24.479469299316406,24.475244522094727,24.464323043823242
24.480363845825195,24.475948333740234,24.464412689208984
24.481307983398438,24.476852416992188,24.46450424194336
24.4824161529541,24.477487564086914,24.46462059020996
24.48326873779297,24.478132247924805,24.46468162536621
24.484331130981445,24.47876739501953,24.464740753173828
24.48522186279297,24.47939109802246,24.464792251586914
24.486127853393555,24.480043411254883,24.464839935302734
24.486902236938477,24.48065948486328,24.464887619018555
24.487741470336914,24.481258392333984,24.464923858642578
24.48858070373535,24.481874465942383,24.464962005615234
24.48943328857422,24.48249053955078,24.46499252319336
24.490224838256836,24.483076095581055,24.46502113342285
24.491146087646484,24.483705520629883,24.46504020690918
24.491939544677734,24.48430061340332,24.46506690979004
24.492738723754883,24.484865188598633,24.46507453918457
24.49350357055664,24.485441207885742,24.465126037597656
24.494264602661133,24.485998153686523,24.46512794494629
24.49510955810547,24.48654556274414,24.465145111083984
24.495939254760742,24.48713493347168,24.465173721313477
24.496723175048828,24.487701416015625,24.46516227722168
24.49752426147461,24.48834228515625,24.46516227722168
24.498321533203125,24.488922119140625,24.46516227722168
24.499101638793945,24.490198135375977,24.465166091918945
24.49991798400879,24.49090003967285,24.46518325805664
24.500690460205078,24.491586685180664,24.465185165405273
24.501771926879883,24.49224281311035,24.465185165405273
24.50269317626953,24.492868423461914,24.465185165405273
24.503705978393555,24.49350357055664,24.46518325805664
24.505634307861328,24.494325637817383,24.46518898010254
24.507314682006836,24.494909286499023,24.46518898010254
24.508419036865234,24.495433807373047,24.465179443359375
24.50934600830078,24.49588966369629,24.46517562866211
24.51130485534668,24.49639892578125,24.46516990661621
24.51214027404785,24.496877670288086,24.465158462524414
24.512977600097656,24.49738311767578,24.46514129638672
24.511871337890625,24.497833251953125,24.465145111083984
24.51300048828125,24.49824333190918,24.465087890625
24.51406478881836,24.49867057800293,24.465011596679688
24.515024185180664,24.49907684326172,24.464935302734375
24.516281127929688,24.499469757080078,24.464834213256836
24.517154693603516,24.499853134155273,24.464698791503906
24.519006729125977,24.500255584716797,24.464595794677734
24.52044105529785,24.501054763793945,24.46453857421875
24.520694732666016,24.501495361328125,24.46446990966797
24.519378662109375,24.50189971923828,24.46436882019043
24.52008819580078,24.50225067138672,24.464279174804688
24.52124786376953,24.502710342407227,24.464197158813477
24.52243995666504,24.50307846069336,24.46412467956543
24.52349090576172,24.50343132019043,24.46401596069336
24.524452209472656,24.503767013549805,24.463930130004883
24.525375366210938,24.504154205322266,24.463851928710938
24.526296615600586,24.504493713378906,24.46377182006836
24.527191162109375,24.504817962646484,24.463714599609375
24.528053283691406,24.505130767822266,24.463598251342773
24.529035568237305,24.50546646118164,24.463485717773438
24.530067443847656,24.50581932067871,24.46334457397461
24.531232833862305,24.506122589111328,24.46319007873535
24.532054901123047,24.506425857543945,24.46308135986328
24.53350067138672,24.50676727294922,24.462953567504883
24.534374237060547,24.507083892822266,24.462881088256836
24.53526496887207,24.507368087768555,24.46282196044922
24.53615951538086,24.50765037536621,24.4627685546875
24.53702735900879,24.507925033569336,24.46268081665039
24.537860870361328,24.50821304321289,24.462554931640625
24.538801193237305,24.50867462158203,24.462430953979492
24.540571212768555,24.509033203125,24.462371826171875
24.540283203125,24.50939178466797,24.46229362487793
24.541120529174805,24.50999641418457,24.46217155456543
24.541940689086914,24.510622024536133,24.46208953857422
24.542945861816406,24.510560989379883,24.461959838867188
24.54392433166504,24.51064109802246,24.461864471435547
24.544864654541016,24.510833740234375,24.461750030517578
24.545753479003906,24.51104736328125,24.46163558959961
24.546676635742188,24.51116943359375,24.461515426635742
24.54790687561035,24.510936737060547,24.46134376525879
24.54814338684082,24.510536193847656,24.46116828918457
24.54891586303711,24.510997772216797,24.460851669311523
24.549720764160156,24.511377334594727,24.46070098876953
24.55049705505371,24.511642456054688,24.460599899291992
24.551279067993164,24.511837005615234,24.460529327392578
24.552106857299805,24.512001037597656,24.46045684814453
24.55290412902832,24.51214027404785,24.46040153503418
24.553714752197266,24.512287139892578,24.46026039123535
24.55445671081543,24.512441635131836,24.460163116455078
24.555517196655273,24.512577056884766,24.460065841674805
24.55643081665039,24.512714385986328,24.459980010986328
24.55733299255371,24.512845993041992,24.459890365600586
24.557321548461914,24.512977600097656,24.459814071655273
24.55870819091797,24.51315689086914,24.459726333618164
24.559329986572266,24.513282775878906,24.459638595581055
24.559852600097656,24.513410568237305,24.459545135498047
24.56043815612793,24.513519287109375,24.459457397460938
24.561079025268555,24.513629913330078,24.459354400634766
24.561784744262695,24.513736724853516,24.45926856994629
24.5625,24.51384735107422,24.45913314819336
24.56330108642578,24.513954162597656,24.45905876159668
24.56337547302246,24.51406478881836,24.458967208862305
24.56454086303711,24.514171600341797,24.458839416503906
24.566495895385742,24.514272689819336,24.45865249633789
24.56753921508789,24.51437759399414,24.45846939086914
24.568300247192383,24.514474868774414,24.458282470703125
24.56906509399414,24.514589309692383,24.45808982849121
24.569843292236328,24.514699935913086,24.45787239074707
24.57080841064453,24.51531982421875,24.457660675048828
24.571971893310547,24.515771865844727,24.457504272460938
24.572948455810547,24.515426635742188,24.457380294799805
24.57383918762207,24.515336990356445,24.457258224487305
24.574886322021484,24.515350341796875,24.45710563659668
24.575927734375,24.51541519165039,24.45701026916504
24.576990127563477,24.51548957824707,24.4569034576416
24.578250885009766,24.515581130981445,24.45681381225586
24.579769134521484,24.51565170288086,24.456754684448242
24.580856323242188,24.51572608947754,24.456682205200195
24.581806182861328,24.515844345092773,24.456586837768555
24.582826614379883,24.515872955322266,24.45647621154785
24.58363151550293,24.515810012817383,24.45636749267578
24.584611892700195,24.51601791381836,24.456262588500977
24.58538818359375,24.51601791381836,24.45614242553711
24.586217880249023,24.51506233215332,24.456024169921875
24.586992263793945,24.51521873474121,24.455909729003906
24.58774185180664,24.515859603881836,24.45578956604004
24.58853530883789,24.516260147094727,24.455673217773438
24.589340209960938,24.5164737701416,24.45555877685547
24.59025001525879,24.516603469848633,24.45541763305664
24.591127395629883,24.516706466674805,24.455238342285156
24.592008590698242,24.51679801940918,24.45505142211914
24.592926025390625,24.516881942749023,24.45488166809082
24.59375762939453,24.516950607299805,24.454742431640625
24.59450340270996,24.517024993896484,24.454599380493164
24.595272064208984,24.517107009887695,24.454477310180664
24.59606170654297,24.517168045043945,24.454355239868164
24.596818923950195,24.517230987548828,24.454240798950195
24.597620010375977,24.51729393005371,24.454120635986328
24.598400115966797,24.51735496520996,24.453996658325195
24.59956932067871,24.517423629760742,24.45386505126953
24.600603103637695,24.517425537109375,24.4537296295166
24.601469039916992,24.517518997192383,24.453603744506836
24.602413177490234,24.517553329467773,24.45347785949707
24.603300094604492,24.51761245727539,24.45328140258789
24.60436248779297,24.517702102661133,24.45305824279785
24.60561180114746,24.517805099487305,24.452926635742188
24.60651397705078,24.517934799194336,24.452821731567383
24.60763931274414,24.518049240112305,24.452709197998047
24.608551025390625,24.518178939819336,24.452606201171875
24.609638214111328,24.518321990966797,24.452484130859375
24.61058235168457,24.51845932006836,24.45233917236328
24.61140251159668,24.518600463867188,24.45221710205078
24.61234474182129,24.51875114440918,24.45210075378418
24.613265991210938,24.518898010253906,24.451990127563477
24.614084243774414,24.51904296875,24.451871871948242
24.614919662475586,24.51919174194336,24.451749801635742
24.61566925048828,24.519372940063477,24.45163345336914
24.616445541381836,24.519527435302734,24.45149040222168
24.617258071899414,24.51966667175293,24.45134162902832
24.61809539794922,24.519811630249023,24.451196670532227
24.619157791137695,24.51995849609375,24.451066970825195
24.620723724365234,24.520092010498047,24.4509220123291
24.621950149536133,24.520231246948242,24.450801849365234
24.62276840209961,24.520368576049805,24.45067024230957
24.623775482177734,24.520503997802734,24.450544357299805
24.62460708618164,24.520641326904297,24.450414657592773
24.62563705444336,24.520776748657227,24.45029640197754
24.62673568725586,24.520902633666992,24.450162887573242
24.627599716186523,24.521039962768555,24.45003318786621
24.62856101989746,24.521188735961914,24.44990348815918
24.629371643066406,24.52133560180664,24.449743270874023
24.63011932373047,24.521512985229492,24.44959831237793
24.631010055541992,24.52191925048828,24.449438095092773
24.63191795349121,24.522130966186523,24.44927978515625
24.632768630981445,24.52227783203125,24.449125289916992
24.6336669921875,24.52239990234375,24.448965072631836
24.63482666015625,24.52251625061035,24.44882583618164
24.63569450378418,24.522663116455078,24.448699951171875
24.636722564697266,24.522809982299805,24.44856071472168
24.637495040893555,24.5229434967041,24.448442459106445
24.63841438293457,24.523061752319336,24.448305130004883
24.639278411865234,24.523178100585938,24.44817352294922
24.64011001586914,24.523300170898438,24.448041915893555
24.640947341918945,24.523427963256836,24.44790267944336
24.64179801940918,24.523544311523438,24.44776725769043
24.642578125,24.52366065979004,24.447643280029297
24.643407821655273,24.523771286010742,24.447505950927734
24.64425277709961,24.52389907836914,24.447351455688477
24.645254135131836,24.524015426635742,24.447168350219727
24.646060943603516,24.524133682250977,24.446985244750977
24.64689826965332,24.524240493774414,24.446815490722656
24.64833641052246,24.52434730529785,24.446657180786133
24.6492862701416,24.52445411682129,24.446523666381836
24.65007972717285,24.52457046508789,24.446388244628906
24.6508731842041,24.52469253540039,24.446252822875977
24.6517276763916,24.524799346923828,24.446109771728516
24.652557373046875,24.52490997314453,24.445947647094727
24.65377426147461,24.525041580200195,24.445802688598633
24.65461540222168,24.525165557861328,24.445663452148438
24.655466079711914,24.52529525756836,24.445507049560547
24.65627098083496,24.525402069091797,24.44536018371582
24.657114028930664,24.525541305541992,24.445207595825195
24.658031463623047,24.52570343017578,24.445058822631836
24.659032821655273,24.525842666625977,24.444849014282227
24.65978240966797,24.525968551635742,24.444679260253906
24.6608829498291,24.52608871459961,24.44462776184082
24.661855697631836,24.526212692260742,24.4445743560791
24.66271209716797,24.526330947875977,24.444528579711914
24.66448211669922,24.526447296142578,24.44449234008789
24.665456771850586,24.52655792236328,24.4444580078125
24.666383743286133,24.526668548583984,24.44442367553711
24.66732406616211,24.52678680419922,24.444379806518555
24.668283462524414,24.52690315246582,24.444353103637695
24.66922378540039,24.527021408081055,24.444303512573242
24.670190811157227,24.52714729309082,24.4442138671875
24.671022415161133,24.52726173400879,24.444143295288086
24.67184066772461,24.527372360229492,24.44411277770996
24.672677993774414,24.527482986450195,24.444091796875
24.673524856567383,24.5275821685791,24.44400978088379
24.67437171936035,24.52768325805664,24.443893432617188
24.675209045410156,24.527790069580078,24.44380760192871
