benign.location_x,benign.location_y,forward.location_x,forward.location_y,reverse.location_x,reverse.location_y
-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.27409362792969,24.44153594970703,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.25995635986328,24.441593170166016,-87.27606201171875,24.441530227661133,-87.27606201171875,24.441530227661133
-87.2289810180664,24.441707611083984,-87.2692642211914,24.441547393798828,-87.27228546142578,24.441539764404297
-87.18388366699219,24.441747665405273,-87.23521423339844,24.441593170166016,-87.25679779052734,24.441593170166016
-87.13875579833984,24.44189453125,-87.19534301757812,24.441749572753906,-87.23114013671875,24.44171142578125
-87.09127044677734,24.44205093383789,-87.15768432617188,24.441879272460938,-87.19860076904297,24.441816329956055
-87.03846740722656,24.442138671875,-87.11563110351562,24.442018508911133,-87.15962982177734,24.44190216064453
-86.97914123535156,24.442235946655273,-87.0644302368164,24.442176818847656,-87.11912536621094,24.44198989868164
-86.91693878173828,24.44235610961914,-87.01525115966797,24.44231605529785,-87.07463836669922,24.442113876342773
-86.85509490966797,24.442487716674805,-86.95929718017578,24.442468643188477,-87.02516174316406,24.442262649536133
-86.78819274902344,24.442638397216797,-86.90270233154297,24.442626953125,-86.97203826904297,24.44240951538086
-86.71170043945312,24.442821502685547,-86.8399887084961,24.44280242919922,-86.91584777832031,24.44256591796875
-86.62648010253906,24.443021774291992,-86.760498046875,24.443023681640625,-86.85813903808594,24.44272804260254
-86.49979400634766,24.443342208862305,-86.66029357910156,24.443300247192383,-86.79273223876953,24.44291114807129
-86.3763656616211,24.44367218017578,-86.57405090332031,24.44354248046875,-86.69709777832031,24.443180084228516
-86.271240234375,24.443946838378906,-86.48550415039062,24.443788528442383,-86.61257934570312,24.443416595458984
-86.15337371826172,24.444276809692383,-86.38641357421875,24.444061279296875,-86.51506042480469,24.44368553161621
-86.03093719482422,24.44463348388672,-86.28489685058594,24.444339752197266,-86.41759490966797,24.443960189819336
-85.8888168334961,24.4450626373291,-86.16825866699219,24.44466209411621,-86.32290649414062,24.444225311279297
-85.74335479736328,24.445499420166016,-86.05706787109375,24.444971084594727,-86.21885681152344,24.44451332092285
-85.60626983642578,24.44590950012207,-85.93126678466797,24.44532012939453,-86.11866760253906,24.444793701171875
-85.46087646484375,24.44633674621582,-85.79743194580078,24.44569206237793,-86.01227569580078,24.44509506225586
-85.3263168334961,24.446733474731445,-85.67649841308594,24.446029663085938,-85.90507507324219,24.445392608642578
-85.18523406982422,24.447145462036133,-85.55052185058594,24.446378707885742,-85.7919921875,24.445707321166992
-85.0297622680664,24.447595596313477,-85.4254379272461,24.446725845336914,-85.67550659179688,24.446035385131836
-84.86968231201172,24.448055267333984,-85.29246520996094,24.447093963623047,-85.55303192138672,24.446374893188477
-84.65711975097656,24.44866371154785,-85.15772247314453,24.447467803955078,-85.42027282714844,24.446744918823242
-84.49974060058594,24.449113845825195,-85.02059173583984,24.44784927368164,-85.29915618896484,24.447078704833984
-84.32548522949219,24.44961166381836,-84.869384765625,24.44826889038086,-85.15003967285156,24.447494506835938
-84.13424682617188,24.450153350830078,-84.72185516357422,24.44867706298828,-84.9789810180664,24.447967529296875
-83.94173431396484,24.45069694519043,-84.56243133544922,24.44911766052246,-84.79926300048828,24.448469161987305
-83.72306823730469,24.451313018798828,-84.40120697021484,24.449567794799805,-84.61524963378906,24.44898223876953
-83.47782897949219,24.45200538635254,-84.2438735961914,24.45000457763672,-84.42223358154297,24.44951820373535
-83.27179718017578,24.452579498291016,-84.06034851074219,24.45051383972168,-84.21638488769531,24.45008659362793
-83.04741668701172,24.45319938659668,-83.84229278564453,24.451120376586914,-84.01150512695312,24.45065689086914
-82.82144165039062,24.453832626342773,-83.63502502441406,24.45169448852539,-83.80156707763672,24.45124053955078
-82.31163787841797,24.455251693725586,-83.41353607177734,24.452306747436523,-83.60600280761719,24.4517822265625
-82.10877990722656,24.455814361572266,-83.12274169921875,24.45311164855957,-83.41020202636719,24.45232582092285
-81.87297821044922,24.45647430419922,-82.87700653076172,24.45379066467285,-83.16629791259766,24.452999114990234
-81.63320922851562,24.45714569091797,-82.69509887695312,24.45429801940918,-82.92122650146484,24.45368194580078
-81.38835906982422,24.457828521728516,-82.43283081054688,24.455026626586914,-82.66075134277344,24.454402923583984
-81.1661605834961,24.458452224731445,-82.18311309814453,24.455717086791992,-82.44625091552734,24.45499610900879
-80.91243743896484,24.45916175842285,-81.96781158447266,24.45631217956543,-82.24903869628906,24.455543518066406
-80.665771484375,24.459856033325195,-81.70458984375,24.457042694091797,-82.05571746826172,24.45608139038086
-80.41133117675781,24.460567474365234,-81.46196746826172,24.457719802856445,-81.86812591552734,24.45659828186035
-80.16148376464844,24.461267471313477,-81.11620330810547,24.458683013916016,-81.67623901367188,24.457130432128906
-79.90367889404297,24.461986541748047,-80.8451919555664,24.45944595336914,-81.46746826171875,24.457714080810547
-79.62174987792969,24.46277618408203,-80.56082916259766,24.46025276184082,-81.2516860961914,24.458316802978516
-79.36128997802734,24.463502883911133,-80.23170471191406,24.461198806762695,-81.02400970458984,24.458953857421875
-79.05543518066406,24.46435546875,-79.87946319580078,24.46221160888672,-80.76321411132812,24.45968246459961
-78.77745056152344,24.465131759643555,-79.59440612792969,24.463041305541992,-80.51509857177734,24.46038055419922
-78.48210144042969,24.465953826904297,-79.3294677734375,24.46381378173828,-80.31085205078125,24.460954666137695
-78.13462829589844,24.466920852661133,-79.09357452392578,24.464496612548828,-80.13223266601562,24.461456298828125
-77.48040771484375,24.468746185302734,-78.83343505859375,24.465248107910156,-79.97907257080078,24.46183967590332
-77.17523956298828,24.4695987701416,-78.57951354980469,24.465988159179688,-79.84896850585938,24.46208953857422
-76.8879165649414,24.47039794921875,-78.33081817626953,24.466711044311523,-79.74554443359375,24.46214485168457
-76.51004028320312,24.471446990966797,-78.08349609375,24.46742820739746,-79.62095642089844,24.462055206298828
-76.20282745361328,24.472293853759766,-77.82595825195312,24.468177795410156,-79.53438568115234,24.46232795715332
-75.93522644042969,24.47303581237793,-77.55255889892578,24.468971252441406,-79.4714126586914,24.46265983581543
-75.66831970214844,24.47378158569336,-77.28854370117188,24.46973419189453,-79.39892578125,24.463075637817383
-75.39540100097656,24.474538803100586,-76.9964599609375,24.4705753326416,-79.34062957763672,24.463451385498047
-75.09835052490234,24.47536277770996,-76.7193603515625,24.471376419067383,-79.31011962890625,24.463640213012695
-74.81246185302734,24.476160049438477,-76.4379653930664,24.472187042236328,-79.28285217285156,24.463809967041016
-74.51749420166016,24.476980209350586,-76.16032409667969,24.47298240661621,-79.26109313964844,24.463953018188477
-74.21305847167969,24.477828979492188,-75.89492797851562,24.473745346069336,-79.24159240722656,24.46407127380371
-73.90630340576172,24.478681564331055,-75.60009765625,24.474586486816406,-79.21942901611328,24.46419906616211
-73.621337890625,24.479469299316406,-75.37002563476562,24.475244522094727,-79.20098114013672,24.464323043823242
-73.30000305175781,24.480363845825195,-75.12254333496094,24.475948333740234,-79.18482208251953,24.464412689208984
-72.95948791503906,24.481307983398438,-74.80548858642578,24.476852416992188,-79.17057800292969,24.46450424194336
-72.558837890625,24.4824161529541,-74.58190155029297,24.477487564086914,-79.15364837646484,24.46462059020996
-72.2525405883789,24.48326873779297,-74.35588073730469,24.478132247924805,-79.14353942871094,24.46468162536621
-71.87004852294922,24.484331130981445,-74.13207244873047,24.47876739501953,-79.1340560913086,24.464740753173828
-71.54878234863281,24.48522186279297,-73.91046905517578,24.47939109802246,-79.12567138671875,24.464792251586914
-71.22310638427734,24.486127853393555,-73.67993927001953,24.480043411254883,-79.11772155761719,24.464839935302734
-70.94630432128906,24.486902236938477,-73.46238708496094,24.48065948486328,-79.11096954345703,24.464887619018555
-70.6455078125,24.487741470336914,-73.24884796142578,24.481258392333984,-79.10446166992188,24.464923858642578
-70.34403991699219,24.48858070373535,-73.0299072265625,24.481874465942383,-79.09878540039062,24.464962005615234
