benign.location_x,forward.location_x,reverse.location_x
83.36042785644531,-34.909732818603516,-101.44407653808594
83.67351531982422,-34.49272537231445,-101.98072052001953
84.02494049072266,-34.07200241088867,-102.57749938964844
84.36978149414062,-33.63308334350586,-103.0743637084961
84.689208984375,-33.2119026184082,-103.59091186523438
85.34341430664062,-32.66143035888672,-104.11602020263672
85.65928649902344,-32.15122604370117,-104.64547729492188
85.9888687133789,-31.5837459564209,-105.1407699584961
86.3082046508789,-31.073551177978516,-105.64469146728516
86.72490692138672,-30.349090576171875,-106.15036010742188
87.01007843017578,-29.802785873413086,-106.68170928955078
87.3214111328125,-29.3005428314209,-107.18074798583984
87.66252136230469,-28.817909240722656,-107.70317840576172
87.94927215576172,-28.31609535217285,-108.50362396240234
88.63302612304688,-27.788000106811523,-109.24225616455078
88.95905303955078,-27.287763595581055,-110.2330551147461
89.2572021484375,-26.7845401763916,-111.40187072753906
89.610595703125,-26.28814125061035,-112.03059387207031
89.91908264160156,-25.80257797241211,-112.61224365234375
90.28941345214844,-25.300317764282227,-113.17927551269531
90.61128997802734,-24.785968780517578,-113.8263168334961
90.91726684570312,-24.19611930847168,-114.531005859375
91.26576232910156,-23.61022186279297,-115.24102020263672
91.61956787109375,-22.985158920288086,-115.904052734375
91.91925811767578,-22.38401222229004,-116.50656127929688
92.53205108642578,-21.62822914123535,-117.12741088867188
92.88128662109375,-20.936595916748047,-117.84076690673828
93.17803192138672,-20.325904846191406,-118.85613250732422
93.49272918701172,-19.62648582458496,-119.54931640625
93.79277038574219,-19.0377140045166,-120.25062561035156
94.06651306152344,-18.466772079467773,-120.92628479003906
94.38227081298828,-17.880809783935547,-121.62232971191406
94.69400024414062,-17.294795989990234,-122.39618682861328
95.00067138671875,-16.7130126953125,-123.04360961914062
95.26594543457031,-16.1326847076416,-124.96135711669922
95.58424377441406,-15.553970336914062,-125.60701751708984
95.88317108154297,-14.96647834777832,-126.25698852539062
96.23477935791016,-14.306568145751953,-126.91603088378906
96.50423431396484,-13.655929565429688,-127.59092712402344
97.238037109375,-12.835987091064453,-128.393310546875
97.83060455322266,-11.712395668029785,-129.2197265625
98.11309051513672,-10.650518417358398,-130.0038299560547
98.33043670654297,-9.886287689208984,-130.8922882080078
98.54113006591797,-9.112186431884766,-130.62879943847656
98.76700592041016,-8.473888397216797,-130.44276428222656
99.01079559326172,-7.779136657714844,-130.30966186523438
99.26375579833984,-6.944538593292236,-130.21128845214844
99.49173736572266,-6.277205467224121,-130.14987182617188
99.73005676269531,-5.638986587524414,-130.1652374267578
99.93453979492188,-5.002142906188965,-130.21661376953125
100.1445083618164,-4.331662654876709,-130.30645751953125
100.36402893066406,-3.6432738304138184,-130.42477416992188
100.57967376708984,-2.896101951599121,-130.5677490234375
100.82202911376953,-2.1121084690093994,-130.7467803955078
101.01194763183594,-1.3449186086654663,-130.69435119628906
101.21028137207031,-0.37985944747924805,-130.6839141845703
101.39395904541016,0.430194228887558,-130.71009826660156
101.75932312011719,1.152401328086853,-130.748291015625
101.93748474121094,1.8098527193069458,-130.74693298339844
102.09481048583984,2.4786086082458496,-130.75375366210938
102.28473663330078,3.17283296585083,-130.75376892089844
102.43610382080078,3.8897225856781006,-130.75376892089844
102.74317932128906,4.685187816619873,-130.75379943847656
102.90221405029297,5.400538444519043,-130.7538299560547
103.13752746582031,6.082787990570068,-130.75384521484375
103.29086303710938,6.75688362121582,-130.75381469726562
103.42139434814453,7.45894718170166,-130.7537841796875
103.56146240234375,8.214338302612305,-130.75372314453125
103.72252655029297,9.042882919311523,-130.7537078857422
103.95552825927734,9.89688491821289,-130.75369262695312
104.0570068359375,10.715484619140625,-130.753662109375
104.14327239990234,11.489622116088867,-130.7536163330078
104.24443054199219,12.61170482635498,-130.7535858154297
104.32701110839844,13.396512985229492,-130.75352478027344
104.4342041015625,14.180800437927246,-130.75350952148438
104.53041076660156,14.877290725708008,-130.75347900390625
104.6042251586914,15.648832321166992,-130.7534637451172
104.68263244628906,16.35393714904785,-130.7534637451172
104.75436401367188,17.09620475769043,-130.75344848632812
104.81871032714844,17.865970611572266,-130.75343322753906
104.9177017211914,18.579204559326172,-130.75341796875
104.9803695678711,19.370826721191406,-130.7533721923828
105.04804229736328,20.158748626708984,-130.75335693359375
105.11212921142578,20.89462661743164,-130.7533416748047
105.23772430419922,21.64318084716797,-130.75331115722656
105.29827117919922,22.424076080322266,-130.7532958984375
105.35638427734375,23.304996490478516,-130.75328063964844
105.39812469482422,24.40930938720703,-130.75328063964844
105.44454193115234,25.17060089111328,-130.7532958984375
105.48755645751953,25.919218063354492,-130.7532958984375
105.52400207519531,26.733198165893555,-130.75331115722656
105.55906677246094,27.48664093017578,-130.75332641601562
105.59856414794922,28.280458450317383,-130.75332641601562
105.63030242919922,29.035213470458984,-130.75331115722656
105.66259765625,29.804716110229492,-130.75331115722656
105.69068908691406,30.66549301147461,-130.75328063964844
105.72064971923828,31.39800453186035,-130.75328063964844
105.7504653930664,32.187435150146484,-130.75328063964844
105.77964782714844,32.98785400390625,-130.75326538085938
105.81147003173828,33.9272575378418,-130.75326538085938
105.83470153808594,34.77080154418945,-130.75326538085938
105.86432647705078,35.7889518737793,-130.7532958984375
105.88533020019531,38.4400520324707,-130.75328063964844
105.90695190429688,39.54145050048828,-130.75328063964844
105.9310531616211,40.6613655090332,-130.7532958984375
105.95285034179688,41.656341552734375,-130.7532958984375
105.97248840332031,42.71221160888672,-130.7532958984375
105.99293518066406,43.7945556640625,-130.7532958984375
106.03398132324219,44.73194885253906,-130.7532958984375
106.0758056640625,45.55521774291992,-130.7532958984375
106.12589263916016,46.39652633666992,-130.7532958984375
106.13885498046875,47.22676086425781,-130.7532958984375
106.17130279541016,48.04389953613281,-130.75331115722656
106.18800354003906,48.86302185058594,-130.75331115722656
106.20101165771484,49.97789001464844,-130.75332641601562
106.21453094482422,51.01194763183594,-130.75332641601562
106.23664855957031,51.92546844482422,-130.7533416748047
106.25736236572266,52.8339729309082,-130.7533416748047
106.27350616455078,54.09633255004883,-130.7533416748047
106.28450012207031,54.94435501098633,-130.7533416748047
106.29541015625,55.752132415771484,-130.75338745117188
106.30219268798828,56.717044830322266,-130.7533721923828
106.30812072753906,57.62184143066406,-130.7533721923828
106.3131332397461,58.453651428222656,-130.75340270996094
106.31851959228516,59.24093246459961,-130.75341796875
106.32394409179688,60.06448745727539,-130.75340270996094
106.32921600341797,60.90559768676758,-130.7533721923828
106.33516693115234,61.77996826171875,-130.7533416748047
106.34697723388672,62.63703918457031,-130.7533721923828
106.35311889648438,63.44631576538086,-130.7533721923828
106.36190032958984,64.34146881103516,-130.7533721923828
106.37433624267578,65.2622299194336,-130.75338745117188
106.38335418701172,66.18867492675781,-130.75338745117188
106.39242553710938,67.31723022460938,-130.75338745117188
106.39591217041016,68.23368072509766,-130.75338745117188
106.39903259277344,69.3511734008789,-130.75340270996094
106.4035415649414,70.69412231445312,-130.75340270996094
106.40962982177734,71.62066650390625,-130.75340270996094
106.42466735839844,72.49069213867188,-130.75340270996094
106.44315338134766,73.41461944580078,-130.75340270996094
106.47259521484375,74.30725860595703,-130.75340270996094
106.52647399902344,75.13811492919922,-130.75338745117188
106.55843353271484,76.00481414794922,-130.7533721923828
106.58738708496094,76.84846496582031,-130.75338745117188
106.61199951171875,77.78140258789062,-130.7533721923828
106.63956451416016,78.72994995117188,-130.74205017089844
106.66781616210938,79.68656921386719,-130.7353515625
106.69647216796875,80.61746215820312,-130.744384765625
106.72412872314453,81.55264282226562,-130.75120544433594
106.7497329711914,82.46686553955078,-130.751220703125
106.77865600585938,83.52989196777344,-130.75120544433594
106.80674743652344,84.48912811279297,-130.7511749267578
106.83370208740234,85.5008544921875,-130.75119018554688
106.86270141601562,86.52479553222656,-130.75120544433594
106.8910140991211,87.65223693847656,-130.751220703125
106.91934967041016,88.5107421875,-130.75123596191406
106.95475006103516,89.40298461914062,-130.75123596191406
106.9838638305664,90.37339782714844,-130.75125122070312
107.01708984375,91.28181457519531,-130.751220703125
107.05120849609375,92.2465591430664,-130.75123596191406
107.07677459716797,93.14495849609375,-130.75123596191406
107.1014404296875,94.28456115722656,-130.75123596191406
107.12828063964844,95.2898941040039,-130.75123596191406
107.1537857055664,96.26625061035156,-130.75123596191406
107.18064880371094,97.1932373046875,-130.7512664794922
107.20557403564453,98.20867919921875,-130.75128173828125
107.23411560058594,99.20753479003906,-130.75128173828125
107.2655258178711,100.23033142089844,-130.75128173828125
107.29330444335938,102.50272369384766,-130.75128173828125
107.32115173339844,103.93876647949219,-130.75128173828125
107.347900390625,106.50936889648438,-130.751220703125
107.37337493896484,107.69344329833984,-130.75123596191406
107.40000915527344,108.8034439086914,-130.751220703125
107.42829132080078,109.943115234375,-130.751220703125
107.48123931884766,110.87480163574219,-130.75120544433594
107.50638580322266,111.80667114257812,-130.75120544433594
107.53427124023438,113.09969329833984,-130.75120544433594
107.5514907836914,114.51253509521484,-130.751220703125
107.56172943115234,115.65464782714844,-130.75125122070312
107.5653305053711,116.73941040039062,-130.75125122070312
107.5658187866211,117.72012329101562,-130.75125122070312
107.56389617919922,118.65773010253906,-130.75125122070312
107.56024932861328,119.63349151611328,-130.75128173828125
107.55229949951172,120.6316146850586,-130.75128173828125
107.53624725341797,121.7366943359375,-130.7512664794922
107.51472473144531,121.64388275146484,-130.75125122070312
107.48944091796875,121.53369903564453,-130.75125122070312
107.45606231689453,121.43730926513672,-130.75125122070312
107.414794921875,121.31756591796875,-130.751220703125
107.38153839111328,121.21129608154297,-130.751220703125
107.33021545410156,121.10491943359375,-130.75123596191406
107.2753677368164,121.01171875,-130.75123596191406
107.2200927734375,120.9184341430664,-130.751220703125
107.14981842041016,120.82594299316406,-130.751220703125
107.07864379882812,120.72476196289062,-130.751220703125
106.98967742919922,120.63957977294922,-130.751220703125
106.90267181396484,120.53073120117188,-130.751220703125
106.74427795410156,120.43814086914062,-130.751220703125
106.67323303222656,120.33654022216797,-130.751220703125
106.60031127929688,120.2273178100586,-130.751220703125
106.51883697509766,120.14549255371094,-130.75123596191406
106.43101501464844,120.08831787109375,-130.75120544433594
106.23577880859375,120.02944946289062,-130.751220703125
106.05388641357422,119.96875762939453,-130.75120544433594
105.93535614013672,119.8637466430664,-130.75120544433594
105.83612823486328,119.80741882324219,-130.75119018554688
105.61148834228516,119.74830627441406,-130.751220703125
105.49427795410156,119.67984008789062,-130.751220703125
105.3796157836914,119.63350677490234,-130.751220703125
105.24471282958984,119.58145141601562,-130.75120544433594
105.12330627441406,119.54570007324219,-130.7511749267578
104.98748016357422,119.5112075805664,-130.7511749267578
104.87142944335938,119.47877502441406,-130.7511749267578
104.74919891357422,119.44833374023438,-130.7511749267578
104.61195373535156,119.41770935058594,-130.7511749267578
104.47450256347656,119.38658905029297,-130.7511749267578
104.33706665039062,119.35951232910156,-130.7511749267578
104.16546630859375,119.33165740966797,-130.75115966796875
104.02523803710938,119.30296325683594,-130.7511749267578
103.87187957763672,119.27375030517578,-130.75115966796875
103.70469665527344,119.24832916259766,-130.75119018554688
103.55887603759766,119.2226791381836,-130.75119018554688
103.40000915527344,119.19527435302734,-130.75120544433594
103.17822265625,119.16798400878906,-130.75119018554688
103.00877380371094,119.14161682128906,-130.75120544433594
102.84557342529297,119.11898040771484,-130.75119018554688
102.6341781616211,119.09458923339844,-130.75115966796875
102.46437072753906,119.07482147216797,-130.7511749267578
102.30381774902344,119.05744934082031,-130.7511749267578
102.13326263427734,119.03988647460938,-130.7511749267578
101.97113037109375,119.02169036865234,-130.75119018554688
101.76705932617188,119.00672912597656,-130.751220703125
101.58121490478516,118.9923324584961,-130.7511749267578
101.40164947509766,118.98097229003906,-130.7413787841797
100.96223449707031,118.96913146972656,-130.73814392089844
100.47222137451172,118.95829010009766,-130.74945068359375
100.0673599243164,118.9471435546875,-130.7501220703125
99.85506439208984,118.9355239868164,-130.75010681152344
99.61615753173828,118.92518615722656,-130.7501220703125
99.29447937011719,118.91715240478516,-130.7501220703125
98.84678649902344,118.9111557006836,-130.75013732910156
98.6707992553711,118.90570831298828,-130.75015258789062
98.44407653808594,118.90168762207031,-130.75025939941406
98.24346160888672,118.89955139160156,-130.75027465820312
98.04244995117188,118.89935302734375,-130.7502899169922
97.79255676269531,118.90068054199219,-130.75027465820312
97.52727508544922,118.90390014648438,-130.75027465820312
97.08252716064453,118.90876007080078,-130.75030517578125
96.77863311767578,118.91543579101562,-130.75033569335938
96.58119201660156,118.92376708984375,-130.75033569335938
96.12020111083984,118.93130493164062,-130.75033569335938
95.90382385253906,118.9391860961914,-130.75033569335938
95.69017028808594,118.94869995117188,-130.75033569335938
95.45735168457031,118.95958709716797,-130.75033569335938
95.20048522949219,118.970947265625,-130.75033569335938
94.9786605834961,118.9836654663086,-130.7503204345703
94.76014709472656,118.9989242553711,-130.75035095214844
94.5270767211914,119.01475524902344,-130.75035095214844
94.31415557861328,119.03244018554688,-130.75035095214844
94.12828826904297,119.05180358886719,-130.75033569335938
93.93175506591797,119.07192993164062,-130.75033569335938
93.69629669189453,119.09563446044922,-130.75030517578125
93.45640563964844,119.12068176269531,-130.75030517578125
93.23672485351562,119.14973449707031,-130.75030517578125
93.01005554199219,119.18094635009766,-130.7503204345703
92.80081176757812,119.21025848388672,-130.7503204345703
92.60543060302734,119.23975372314453,-130.7503204345703
92.37629699707031,119.2755355834961,-130.7503204345703
92.161376953125,119.30455780029297,-130.75030517578125
91.93999481201172,119.33367919921875,-130.75030517578125
91.7214126586914,119.36548614501953,-130.7502899169922
91.50563049316406,119.39900207519531,-130.7502899169922
91.26172637939453,119.43209838867188,-130.75030517578125
91.0152816772461,119.468994140625,-130.7502899169922
90.7791976928711,119.5052490234375,-130.75027465820312
90.55179595947266,119.54315948486328,-130.75025939941406
90.3481216430664,119.58975982666016,-130.750244140625
90.11214447021484,119.63773345947266,-130.750244140625
89.82401275634766,119.6874771118164,-130.75027465820312
89.20511627197266,119.7353286743164,-130.75030517578125
88.9161148071289,119.78816223144531,-130.7503204345703
88.59989929199219,119.855224609375,-130.75033569335938
88.33438110351562,119.92178344726562,-130.75035095214844
88.08030700683594,119.98683166503906,-130.7503662109375
87.75718688964844,120.05301666259766,-130.75038146972656
87.49378967285156,120.14531707763672,-130.75039672851562
87.2618179321289,120.32933044433594,-130.7504119873047
86.99714660644531,120.39000701904297,-130.74403381347656
86.76172637939453,120.45418548583984,-130.74998474121094
86.48888397216797,120.51986694335938,-130.74996948242188
86.20902252197266,120.5898666381836,-130.7499237060547
85.96617126464844,120.66487121582031,-130.74993896484375
85.72555541992188,120.7395248413086,-130.7499542236328
85.48452758789062,120.83463287353516,-130.7499542236328
85.25042724609375,120.94982147216797,-130.7499542236328
84.99272155761719,121.0570068359375,-130.7499542236328
84.68922424316406,121.16016387939453,-130.7499542236328
84.40702056884766,121.26360321044922,-130.7499542236328
84.09606170654297,121.38390350341797,-130.74993896484375
83.48444366455078,121.49665832519531,-130.74993896484375
83.18153381347656,121.6105728149414,-130.74993896484375
