benign_velocity,replay_velocity
0.004727221306182306,8.216690254211427
0.023571080004966872,9.312749004364013
0.024534963689116722,10.371970939636231
0.007576306770721824,11.3029935836792
0.012318629203970397,7.056919384004221
0.04421821073238293,3.4541560649896206
0.020495551590195282,1.4477285385134748
0.055187910719215236,0.27718460261888506
0.03184229194428226,0.8313416719438756
0.011816751692697932,0.7247584104540231
0.05091199630295196,0.6245809078291473
0.002535324602094324,0.5157228648779766
0.008432895158406466,2.6807693177406446
0.005305425672833526,4.633999824632743
0.005483002775214223,5.728377488500358
0.02575771041970068,6.117454916304246
0.04548157587730837,6.597486614013011
0.02134848596573245,7.4002173573839185
0.020345289641213644,8.326821724171152
0.022202751585543655,10.305576799989005
0.030471026608094486,10.967261944791614
0.01160742480029358,11.656699421928886
0.012995170950241932,13.401786796432807
0.030031840774111473,15.396670205857125
0.005937706695346453,16.021036950022697
0.03279416260665764,16.596526901912483
0.030465894336325232,17.207679312717485
0.012209819889361442,19.115562765805304
0.03447110132738582,18.966326154742355
0.019745454625394145,19.18391068930589
0.021218892790290003,19.518503711262277
0.030070694423601718,20.15581038689213
0.015801558583193858,24.833124699317604
0.01175708478159665,26.484255791027408
0.01731440397834575,28.228609634590335
0.0,29.25790760429658
0.004226091709044708,30.315351942520092
0.02120704069688321,31.418580034216735
0.08395970204836531,31.30492632243707
0.02682003047934685,29.948539120565158
0.010402682558285083,28.755749273523946
0.008225655024084396,28.36305609879483
0.011581812246862682,28.318711645304635
0.03616874249132118,28.89745287654793
0.005362534791691357,29.670068917699435
0.004815716642752912,30.963103027876926
0.048212324539319625,31.08069429552754
0.013671336160283468,30.68673552265649
0.02532708781124873,29.92692633447874
0.0057201298185434795,29.210243634711368
0.038827177082812574,28.056441119930795
0.015066424471955036,27.80498491590522
0.019763729587019694,27.828269121382796
0.022482545975076717,28.656226681711484
0.011842621695379484,29.197386722467286
0.07659751895984818,30.33155752906098
0.0017044601678491986,30.348698103942812
0.017833043124346092,30.12554795040102
0.027801677850501617,28.800226155861576
0.007809547583629038,28.532513407000003
0.0059688099089266694,29.317705289116812
0.018294373851782716,29.758214216105287
0.018369187023290278,30.189782869463194
0.016626100447433265,30.300457985470334
0.015045447099966702,29.730854935444736
0.0038050783122018793,29.265373996210098
0.01918589589340025,28.64325698081557
0.017800365394751525,28.490837770087335
0.03583840733764658,28.879938357512003
0.020516460316544544,29.268529278060505
