benign_velocity,replay_velocity
8.497037315368653,8.163815975189209
9.643583393096923,9.15452013015747
10.859831714630127,10.16301612854004
8.740229988098491,11.090445041656494
5.213089942937457,8.7537878036528
2.8389918565756096,5.219004535676244
1.2565172910713196,2.846857380868319
0.28793344795776227,1.2794025421148425
0.4864775598052745,0.33197435438706496
0.7921280980128915,0.2570555627502173
0.8683813154706848,0.6112304806781216
0.8275310039534196,0.7906915068639624
0.7282673835759572,0.8622341215610586
0.5770054936409488,0.8606198072433651
0.4598666667938575,0.8160314619558214
0.37593168318301057,0.75137901306166
0.31348814070253,0.6724569439888026
0.26218823790552104,0.5936004817486126
0.9386333980904001,0.5179055392750451
2.140293472037828,0.4375872194771009
2.963236154098653,0.37020369172139855
3.5091124808643226,0.3201531887055272
4.157788302010508,0.26531854747269207
4.754904727045108,1.2579370078245211
5.2872289366243,2.240074046269581
5.812436940577497,3.1238034971607407
6.298037623987198,3.62382089846858
6.743057588218761,4.109772971987286
6.975507955824877,4.464534168195421
7.595316617262196,4.77951277151498
8.01442508154059,5.054954721591418
8.237474436678527,5.341681776510192
8.714274929423548,5.649564391060089
9.138602291848414,5.965309987815102
9.364921014937972,6.255910730345533
9.852621619957128,6.566855434503466
10.465325563315078,6.943447588574264
11.429836788153908,7.425376602347175
12.394650896304176,8.01061061472421
13.433290178887098,8.343641069592543
14.623161583489702,8.943776908763295
15.630485525219386,9.504372112030186
16.311250681619867,10.095295334307156
16.933907099565694,10.652591232175451
17.368489194392584,11.280754790407164
17.89566830219964,11.830322156282692
18.36669217660644,12.357121793837269
18.83322739011502,12.88556354895424
19.122735229879154,13.41650522792607
19.103593620667805,13.901882431185337
19.15865088456528,14.347290293346493
19.20507141046225,14.823107411589952
19.419605048522815,15.284698248990171
19.573765507722893,15.755747459313472
19.92852659341264,16.268012205576543
20.190159350775776,16.71079141676516
20.27571339368091,17.1663832629503
20.807296118106223,17.604003458361376
21.076038384889184,18.047787696357027
21.056978045330442,18.469429810440563
20.99829258203165,18.933692870830264
21.228911032378203,19.146354497002555
23.055813022973897,19.269445207923997
24.220072533014278,19.365230536623706
25.187079605651498,19.511308624192523
26.047176056381943,19.631813089856475
26.81622505099662,19.91848607501459
27.47794733364626,20.138081698384337
28.037806597164767,20.499908453999748
28.55915435231024,20.946812258243362
29.047761778962105,21.204007209399062
29.532073795201015,21.26507264362717
30.5526982994249,21.33358441738438
30.778168507903015,21.28732304775672
30.56470841488154,22.07636205366517
30.569455749849556,23.684307818210154
30.288212932668117,24.90139470467489
29.998921229885816,25.804228121496134
29.55807726629972,26.54626143577753
29.489760256601464,27.23163296544981
29.012149904760292,27.955611451498427
29.016379328982147,28.52802159185751
28.88276522504638,29.060344403963516
28.68122762936517,29.517500258436467
28.875575877597765,29.89673012891266
29.01071789718562,30.221918480042323
29.233069641869093,30.38848286841324
29.513049744105096,30.27257717091404
29.81750046181274,30.103465677454455
30.06562498542423,29.8917240179334
30.146050578370055,29.70160590611519
29.943587628441783,29.491241291532862
29.96466141013806,29.303547502057164
29.617165762130675,29.16762674278853
29.61287119162453,29.166471137287264
29.21122435780248,29.167568640404202
29.267901634453423,29.217332716353962
29.181155641841706,29.344483161328633
28.97972593992669,29.469285706809444
29.22923570813642,29.603665077736583
29.425983736977898,29.7666594157816
