benign_rotation,replay_rotation
0.0,0.0
0.03373825550079346,0.03373825550079346
0.03382476419210434,0.03382476419210434
0.03386801853775978,0.03386801853775978
0.03391127288341522,0.03391127288341522
0.03395452722907066,0.03395452722907066
0.033997777849435806,0.033997777849435806
0.03404103219509125,0.03404103219509125
0.03408428654074669,0.03408428654074669
0.03412754088640213,0.03412754088640213
0.03417079523205757,0.03417079523205757
0.03417079523205757,0.03417079523205757
0.03417079523205757,0.03417079523205757
0.03417079523205757,0.03417079523205757
0.03417079523205757,0.03417079523205757
0.03417079523205757,0.03417079523205757
0.03417079523205757,0.03417079523205757
0.03417079523205757,0.03417079523205757
0.03417079523205757,0.03417079523205757
0.03377890586853027,0.03417079523205757
0.0327477864921093,0.03417079523205757
0.03368312865495682,0.03417079523205757
0.0316677950322628,0.03417079523205757
0.028344253078103065,0.03418568894267082
0.02845705859363079,0.0334150455892086
0.027220988646149635,0.03056969866156578
0.022923091426491737,0.029609020799398422
0.023568255826830864,0.030781017616391182
0.021566152572631836,0.03031640127301216
0.020214710384607315,0.02711084485054016
0.017714468762278557,0.026715032756328583
0.017383914440870285,0.025712840259075165
0.01596919447183609,0.025314223021268845
0.014733187854290009,0.0240463949739933
0.014004549942910671,0.023348072543740273
0.01446464378386736,0.021956736221909523
0.012674537487328053,0.021125104278326035
0.006995264440774918,0.02018851228058338
-0.02176189422607422,0.018246302381157875
0.007111338898539543,0.017645923420786858
0.0033999718725681305,0.01684894971549511
0.0003615629393607378,0.015558497048914433
0.0013288798509165645,0.014398022554814816
0.0014443696709349751,0.013560280203819275
0.02324020490050316,0.012619500048458576
0.005025870632380247,0.011031840927898884
0.0033938931301236153,-0.020530205219984055
0.004029682371765375,0.004367932211607695
0.003831873182207346,0.004093604162335396
0.003325817408040166,0.0026373565196990967
0.0029824040830135345,0.0022425767965614796
0.0025953485164791346,0.002099261386319995
0.08010129630565643,0.0018621140625327826
0.021854359656572342,0.0017024589469656348
0.012850052677094936,0.0015112004475668073
0.012944860383868217,0.001288551720790565
0.012822953052818775,0.022889960557222366
0.01142853032797575,0.004666290245950222
0.009661936201155186,0.003854023292660713
0.009661936201155186,0.003995056729763746
0.10830449312925339,0.0038969956804066896
0.036191605031490326,0.0033596549183130264
0.02483367919921875,0.0030060771387070417
0.022101586684584618,0.002668645465746522
0.02102874219417572,0.002400853903964162
0.01848347671329975,0.0792258083820343
0.11848347634077072,0.02011970803141594
0.05236280336976051,0.013039685785770416
0.039565324783325195,0.010834917426109314
0.03268079087138176,0.011157705448567867
0.02501664310693741,0.008767782710492611
0.12501664459705353,0.008002163842320442
0.02501664310693741,0.008085749112069607
-0.009097377769649029,0.1080857515335083
0.011174162849783897,0.03849449381232262
0.11117416620254517,0.027937721461057663
0.06557849794626236,0.022605614736676216
0.05319850146770477,0.02008378878235817
0.0429849810898304,0.12008378654718399
0.037654273211956024,0.05609987676143646
0.030038932338356972,0.04373804107308388
0.028943227604031563,0.032205890864133835
0.02315376326441765,0.029317401349544525
0.12315376102924347,0.024551788344979286
0.07829452306032181,0.12455178797245026
0.0642101839184761,0.06187170743942261
0.04860084131360054,0.046735312789678574
0.0413111113011837,0.03776875510811806
0.03562292829155922,0.030076509341597557
0.02996963821351528,0.031209683045744896
0.12996964156627655,0.13120968639850616
0.07827199250459671,0.07485349476337433
0.06734801828861237,0.056911129504442215
0.05132714658975601,0.05147847533226013
0.0482042096555233,0.040106527507305145
0.04014069586992264,0.03378124162554741
0.03566540405154228,0.032274384051561356
0.0290589090436697,0.02393384836614132
0.12905891239643097,0.02486061118543148
0.08934948593378067,0.12486060708761215
0.07020092755556107,0.07552524656057358
0.058504048734903336,0.05866289883852005
0.05238175764679909,0.05190077796578407
0.041335202753543854,0.035973332822322845
0.03898480907082558,0.03237619623541832
0.138984814286232,0.13237619400024414
0.0916672945022583,0.08009390532970428
0.07468846440315247,0.06408229470252991
0.05867074429988861,0.0554637685418129
0.04728230834007263,0.04113388806581497
0.042182013392448425,0.03539424017071724
0.14218200743198395,0.03515537083148956
0.14218200743198395,0.025754893198609352
0.04953709989786148,0.12575489282608032
0.027161024510860443,0.0820685625076294
0.031474318355321884,0.06454749405384064
0.1314743161201477,0.0531124472618103
0.097748763859272,0.04886342212557793
0.08156171441078186,0.03752391040325165
0.06517776101827621,0.035769205540418625
0.04930998757481575,0.13576920330524445
0.044364262372255325,0.09076737612485886
0.04226301982998848,0.07208912074565887
0.03525391221046448,0.063168004155159
0.13525390625,0.04974863678216934
0.09522118419408798,0.040984898805618286
0.08254313468933105,0.038847364485263824
0.06640755385160446,0.13884736597537994
0.0584820881485939,0.08911854773759842
