bluetooth_dsr,wifi_dsr,cellular_dsr
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,39.38,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
100.0,35.44,0.0
