benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900085449219,-14.434906959533691 
benign_1,-103.17900848388672,-14.434928894042969 
benign_1,-103.17877960205078,-14.442642211914062 
benign_1,-103.17823028564453,-14.458640098571777 
benign_1,-103.17753601074219,-14.481207847595215 
benign_1,-103.17678833007812,-14.507783889770508 
benign_1,-103.1759262084961,-14.538572311401367 
benign_1,-103.17491149902344,-14.57207202911377 
benign_1,-103.17386627197266,-14.60814380645752 
benign_1,-103.17272186279297,-14.647604942321777 
benign_1,-103.17156982421875,-14.687872886657715 
benign_1,-103.17035675048828,-14.730385780334473 
benign_1,-103.1690902709961,-14.774993896484375 
benign_1,-103.16763305664062,-14.825972557067871 
benign_1,-103.16609954833984,-14.879603385925293 
benign_1,-103.16465759277344,-14.930883407592773 
benign_1,-103.16251373291016,-15.006881713867188 
benign_1,-103.16058349609375,-15.075374603271484 
benign_1,-103.1586685180664,-15.143792152404785 
benign_1,-103.156494140625,-15.221226692199707 
benign_1,-103.15409851074219,-15.306297302246094 
benign_1,-103.1517333984375,-15.390643119812012 
benign_1,-103.14927673339844,-15.478551864624023 
benign_1,-103.14611053466797,-15.59116268157959 
benign_1,-103.14311981201172,-15.698111534118652 
benign_1,-103.14102935791016,-15.806328773498535 
benign_1,-103.13868713378906,-15.919513702392578 
benign_1,-103.13594818115234,-16.03856658935547 
benign_1,-103.13328552246094,-16.152420043945312 
benign_1,-103.13075256347656,-16.26104164123535 
benign_1,-103.12793731689453,-16.381669998168945 
benign_1,-103.12511444091797,-16.503219604492188 
benign_1,-103.12211608886719,-16.631986618041992 
benign_1,-103.11872100830078,-16.77734375 
benign_1,-103.11566162109375,-16.907773971557617 
benign_1,-103.11172485351562,-17.04718589782715 
benign_1,-103.10787200927734,-17.18486213684082 
benign_1,-103.1039810180664,-17.329029083251953 
benign_1,-103.10023498535156,-17.469959259033203 
benign_1,-103.09596252441406,-17.63003921508789 
benign_1,-103.09180450439453,-17.785985946655273 
benign_1,-103.08723449707031,-17.95720863342285 
benign_1,-103.08274841308594,-18.124717712402344 
benign_1,-103.07816314697266,-18.295866012573242 
benign_1,-103.07139587402344,-18.490842819213867 
benign_1,-103.0644302368164,-18.663639068603516 
benign_1,-103.05648040771484,-18.870092391967773 
benign_1,-103.04949951171875,-19.05449676513672 
benign_1,-103.04055786132812,-19.289077758789062 
benign_1,-103.03192138671875,-19.514142990112305 
benign_1,-103.02513122558594,-19.690542221069336 
benign_1,-103.01815795898438,-19.86981201171875 
benign_1,-103.00855255126953,-20.077024459838867 
benign_1,-102.99776458740234,-20.27694320678711 
benign_1,-102.98553466796875,-20.49946403503418 
benign_1,-102.97325134277344,-20.720932006835938 
benign_1,-102.96184539794922,-20.92431640625 
benign_1,-102.9488525390625,-21.12816619873047 
benign_1,-102.93356323242188,-21.342554092407227 
benign_1,-102.91407775878906,-21.605113983154297 
benign_1,-102.89607238769531,-21.84345817565918 
benign_1,-102.87650299072266,-22.09766960144043 
benign_1,-102.8564224243164,-22.353939056396484 
benign_1,-102.83354187011719,-22.618576049804688 
benign_1,-102.80908203125,-22.87486457824707 
benign_1,-102.78323364257812,-23.13675308227539 
benign_1,-102.75801849365234,-23.386634826660156 
benign_1,-102.73445129394531,-23.617755889892578 
benign_1,-102.7099609375,-23.85265350341797 
benign_1,-102.68549346923828,-24.072954177856445 
benign_1,-102.65805053710938,-24.301551818847656 
benign_1,-102.62928771972656,-24.533090591430664 
benign_1,-102.60108184814453,-24.75321388244629 
benign_1,-102.56954193115234,-24.994178771972656 
benign_1,-102.5390396118164,-25.222869873046875 
benign_1,-102.50879669189453,-25.44550323486328 
